Id,Income,Age,Experience,Married,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS
121,5656286.063050073,37.0,17.0,0.0,0.0,0.0,10.0,11.0
122,2122486.7211426385,51.0,13.0,0.0,0.0,0.0,4.0,11.0
123,1257293.6159812394,49.0,12.0,0.0,0.0,0.0,3.0,9.0
124,5433254.957159874,48.0,1.0,0.0,0.0,0.0,6.0,12.0
125,5158805.41839457,43.0,2.0,1.0,0.0,1.0,6.0,10.0
126,8939352.010917025,54.0,14.0,0.0,0.0,0.0,13.0,17.0
127,3870305.2578751706,57.0,15.0,0.0,1.0,0.0,6.0,8.0
128,1368572.5611911975,49.0,12.0,0.0,0.0,0.0,6.0,10.0
129,7928518.291395712,45.0,5.0,0.0,0.0,0.0,8.0,13.0
130,8407950.202976877,62.0,13.0,0.0,0.0,1.0,11.0,15.0
131,3427290.266522112,49.0,8.0,0.0,0.0,1.0,11.0,17.0
132,137224.70068824198,50.0,8.0,0.0,0.0,0.0,3.0,14.0
133,6781999.054752311,52.0,9.0,0.0,0.0,0.0,2.0,6.0
134,9507277.7250877,41.0,10.0,0.0,0.0,0.0,4.0,8.0
135,4774700.391551771,51.0,6.0,0.0,0.0,0.0,10.0,15.0
136,3067253.314109641,61.0,7.0,0.0,0.0,0.0,8.0,9.0
137,3930201.0187004493,58.0,14.0,1.0,0.0,1.0,11.0,15.0
138,1976967.0777459908,58.0,7.0,0.0,0.0,0.0,8.0,7.0
139,1998655.55632356,47.0,9.0,0.0,0.0,0.0,4.0,11.0
140,6656023.463326236,45.0,11.0,1.0,0.0,1.0,12.0,16.0
141,3201580.153138181,48.0,12.0,0.0,0.0,0.0,8.0,13.0
142,3142912.3578895126,49.0,12.0,0.0,0.0,1.0,9.0,15.0
143,2975423.807922942,46.0,9.0,1.0,0.0,0.0,7.0,5.0
144,8180386.11404011,50.0,6.0,1.0,0.0,1.0,8.0,17.0
145,6664600.811186194,62.0,14.0,0.0,0.0,0.0,7.0,8.0
146,1097356.3129003225,37.0,8.0,0.0,0.0,0.0,6.0,5.0
147,4703354.06264676,43.0,7.0,0.0,0.0,0.0,6.0,14.0
148,3044191.6235940224,59.0,10.0,0.0,0.0,1.0,2.0,16.0
149,5502166.041565992,48.0,8.0,0.0,0.0,0.0,7.0,14.0
150,6493891.547116624,49.0,11.0,0.0,0.0,0.0,2.0,5.0
151,11312346.349681022,50.0,13.0,0.0,0.0,0.0,2.0,18.0
152,5346208.158338743,48.0,13.0,0.0,0.0,0.0,7.0,7.0
153,2176942.21910395,42.0,9.0,0.0,1.0,0.0,13.0,8.0
154,6766530.02717606,51.0,5.0,0.0,0.0,1.0,9.0,8.0
155,3213174.008861998,52.0,10.0,1.0,0.0,0.0,4.0,10.0
156,2934877.090544184,48.0,8.0,0.0,0.0,0.0,6.0,10.0
157,3608819.523858293,57.0,15.0,0.0,1.0,0.0,4.0,12.0
158,3183776.425140838,42.0,8.0,0.0,0.0,0.0,8.0,15.0
159,4737150.062638324,40.0,10.0,0.0,0.0,0.0,5.0,18.0
160,5056164.192973516,58.0,13.0,0.0,0.0,1.0,5.0,9.0
161,6851608.190592868,55.0,13.0,0.0,0.0,0.0,3.0,8.0
162,6889269.819559964,40.0,9.0,0.0,0.0,1.0,2.0,17.0
163,4398537.262820616,52.0,12.0,0.0,0.0,0.0,7.0,16.0
164,6212476.202512235,55.0,12.0,0.0,0.0,0.0,9.0,11.0
165,1469006.1905367859,42.0,11.0,0.0,0.0,0.0,7.0,13.0
166,907928.8506934294,52.0,10.0,0.0,0.0,1.0,5.0,10.0
167,2817207.2930421657,53.0,13.0,0.0,0.0,0.0,5.0,11.0
168,2056701.8608406475,45.0,12.0,1.0,0.0,1.0,6.0,17.0
169,4400483.40904964,47.0,7.0,1.0,0.0,1.0,7.0,12.0
170,7958641.364772261,41.0,11.0,0.0,0.0,0.0,8.0,12.0
171,5846738.582624464,36.0,10.0,0.0,0.0,0.0,7.0,12.0
172,7794225.474765206,45.0,12.0,0.0,0.0,1.0,6.0,10.0
173,5213483.464137596,56.0,11.0,0.0,0.0,0.0,5.0,8.0
174,7453150.314507985,45.0,13.0,0.0,0.0,0.0,3.0,10.0
175,1217438.2792503824,44.0,10.0,0.0,0.0,1.0,8.0,7.0
176,3314132.4338490367,54.0,12.0,0.0,0.0,0.0,5.0,13.0
177,7332742.421241787,47.0,11.0,1.0,0.0,0.0,7.0,13.0
178,1720135.4614014635,51.0,3.0,1.0,0.0,0.0,7.0,5.0
179,1913497.684517845,64.0,13.0,0.0,0.0,0.0,8.0,11.0
180,4153225.935553953,57.0,7.0,0.0,1.0,0.0,7.0,12.0
181,6895542.589030409,57.0,8.0,0.0,0.0,0.0,5.0,11.0
182,1967491.4757747757,57.0,12.0,0.0,0.0,0.0,6.0,12.0
183,2406169.8775884276,60.0,8.0,0.0,0.0,0.0,6.0,4.0
184,2487819.8148375354,52.0,12.0,1.0,0.0,0.0,6.0,6.0
185,489589.94680439215,41.0,9.0,0.0,0.0,0.0,9.0,16.0
186,5323346.040232655,44.0,14.0,0.0,0.0,0.0,6.0,15.0
187,231228.86669483967,51.0,8.0,0.0,0.0,0.0,6.0,12.0
188,3886313.144536246,51.0,5.0,0.0,0.0,0.0,3.0,12.0
189,8640889.152331794,54.0,4.0,0.0,0.0,0.0,4.0,10.0
190,4835128.814740956,47.0,10.0,0.0,0.0,1.0,7.0,13.0
191,9081146.367784303,49.0,8.0,0.0,0.0,1.0,5.0,10.0
192,2315418.2467757817,60.0,16.0,0.0,0.0,0.0,5.0,9.0
193,7167485.397963058,62.0,14.0,0.0,1.0,0.0,10.0,13.0
194,3581611.64055048,58.0,12.0,0.0,0.0,0.0,5.0,16.0
195,3579626.620735507,48.0,9.0,0.0,0.0,0.0,3.0,14.0
196,8077351.889507912,52.0,8.0,0.0,0.0,0.0,6.0,13.0
197,8261431.095714257,45.0,13.0,0.0,0.0,0.0,1.0,11.0
198,4528636.206850082,52.0,9.0,0.0,0.0,0.0,5.0,9.0
199,5251260.690741222,38.0,9.0,0.0,0.0,0.0,6.0,11.0
200,7687550.7385803815,49.0,7.0,0.0,0.0,0.0,4.0,11.0
201,4992886.572181511,46.0,9.0,1.0,0.0,0.0,8.0,11.0
202,1070834.2332699252,45.0,7.0,0.0,0.0,0.0,4.0,16.0
203,5549213.581653756,57.0,10.0,0.0,0.0,0.0,5.0,17.0
204,2516129.7621496296,49.0,6.0,0.0,0.0,0.0,6.0,15.0
205,6588201.507270756,51.0,6.0,0.0,0.0,1.0,6.0,12.0
206,5952153.958648779,46.0,13.0,0.0,0.0,1.0,10.0,14.0
207,828854.7672935147,50.0,12.0,1.0,0.0,1.0,10.0,17.0
208,3369036.7224234655,51.0,8.0,1.0,0.0,1.0,3.0,11.0
209,4445788.019301345,46.0,9.0,0.0,0.0,0.0,3.0,14.0
210,923640.4801249616,49.0,3.0,0.0,0.0,0.0,10.0,16.0
211,7461174.130291836,49.0,13.0,0.0,0.0,1.0,7.0,14.0
212,699182.6744976733,53.0,9.0,0.0,0.0,0.0,8.0,14.0
213,3574267.426948535,50.0,8.0,0.0,0.0,1.0,7.0,16.0
214,5630127.194896465,39.0,16.0,0.0,0.0,0.0,6.0,8.0
215,2624802.8108559833,43.0,12.0,0.0,1.0,0.0,8.0,10.0
216,5408297.083598388,45.0,7.0,0.0,0.0,1.0,6.0,18.0
217,8882884.781641206,54.0,15.0,0.0,0.0,0.0,5.0,7.0
218,4750153.945030793,51.0,8.0,0.0,0.0,1.0,8.0,9.0
219,7622929.263941022,34.0,11.0,0.0,0.0,0.0,4.0,15.0
220,404698.95743631106,43.0,12.0,0.0,0.0,1.0,2.0,9.0
221,570072.894331147,51.0,11.0,0.0,0.0,0.0,5.0,17.0
222,5938781.56471866,53.0,10.0,0.0,0.0,0.0,3.0,11.0
223,7418413.288620217,53.0,8.0,0.0,0.0,0.0,6.0,8.0
224,3745181.2254667566,45.0,12.0,0.0,1.0,0.0,7.0,8.0
225,5446109.477296858,45.0,18.0,0.0,0.0,0.0,7.0,11.0
226,7559958.625056477,45.0,8.0,0.0,0.0,1.0,6.0,8.0
227,4219644.827592928,56.0,4.0,0.0,0.0,0.0,6.0,7.0
228,4233622.984540899,38.0,8.0,1.0,0.0,1.0,9.0,18.0
229,3402915.433189341,41.0,8.0,0.0,0.0,0.0,4.0,13.0
230,3590284.6667631594,46.0,12.0,0.0,0.0,1.0,4.0,12.0
231,7069013.384653273,38.0,10.0,0.0,0.0,1.0,4.0,7.0
232,1754150.0580715304,60.0,9.0,0.0,0.0,0.0,6.0,7.0
233,10350171.54164201,30.0,11.0,0.0,0.0,0.0,1.0,11.0
234,10489105.662811838,49.0,6.0,0.0,0.0,0.0,7.0,16.0
235,6726955.514716009,43.0,6.0,0.0,0.0,0.0,8.0,8.0
236,6084343.528590817,45.0,13.0,0.0,0.0,1.0,6.0,16.0
237,8524986.304133581,41.0,4.0,0.0,0.0,0.0,11.0,14.0
238,5470991.544204916,44.0,11.0,0.0,0.0,1.0,6.0,11.0
239,7416639.013497295,53.0,7.0,0.0,0.0,1.0,8.0,10.0
240,4686829.0925597055,61.0,11.0,0.0,0.0,1.0,8.0,8.0
241,5761850.66324263,57.0,10.0,0.0,0.0,0.0,5.0,13.0
242,3232897.412446269,46.0,7.0,0.0,0.0,1.0,3.0,10.0
243,7957279.865002919,62.0,11.0,0.0,0.0,1.0,3.0,11.0
244,4616439.82600144,51.0,12.0,1.0,0.0,1.0,9.0,6.0
245,4871056.373134572,60.0,8.0,0.0,0.0,0.0,6.0,20.0
246,5431881.973642612,64.0,11.0,0.0,0.0,0.0,8.0,12.0
247,7038479.576893483,54.0,11.0,0.0,0.0,0.0,5.0,13.0
248,5849278.661800777,50.0,6.0,0.0,0.0,0.0,6.0,15.0
249,902223.6988327019,46.0,16.0,1.0,0.0,0.0,5.0,15.0
250,8282405.177479101,44.0,12.0,0.0,0.0,0.0,3.0,7.0
251,5598006.496817136,51.0,13.0,0.0,0.0,0.0,9.0,13.0
252,289311.7903403472,49.0,17.0,0.0,0.0,0.0,5.0,8.0
253,2682334.9288089504,54.0,10.0,0.0,0.0,0.0,6.0,13.0
254,3336007.7286493727,59.0,14.0,0.0,0.0,0.0,6.0,12.0
255,5188979.821720077,46.0,8.0,1.0,0.0,0.0,9.0,11.0
256,2934728.7700146977,44.0,15.0,0.0,0.0,0.0,8.0,13.0
257,525701.8428545278,45.0,10.0,0.0,0.0,1.0,3.0,14.0
258,7441723.0383721925,47.0,6.0,1.0,0.0,0.0,5.0,13.0
259,5026315.454467775,42.0,9.0,1.0,0.0,0.0,5.0,9.0
260,9425925.693959385,46.0,10.0,0.0,0.0,0.0,10.0,11.0
261,1068475.633017859,59.0,16.0,1.0,0.0,0.0,6.0,16.0
262,3497750.140650872,54.0,7.0,0.0,0.0,0.0,6.0,13.0
263,751621.5708602248,37.0,6.0,0.0,0.0,0.0,9.0,12.0
264,5511830.014924269,51.0,5.0,0.0,0.0,0.0,10.0,5.0
265,2141293.165689046,37.0,4.0,0.0,0.0,0.0,12.0,8.0
266,5576032.007008545,50.0,10.0,1.0,0.0,0.0,8.0,13.0
267,255900.03029129375,61.0,6.0,0.0,0.0,1.0,9.0,13.0
268,11965915.601347137,53.0,4.0,0.0,0.0,1.0,12.0,11.0
269,3976071.889118633,51.0,11.0,1.0,0.0,0.0,3.0,16.0
270,3595910.9420498614,59.0,12.0,0.0,0.0,1.0,5.0,11.0
271,6206928.315902,37.0,12.0,1.0,0.0,1.0,10.0,14.0
272,2879996.7833046378,40.0,13.0,0.0,0.0,1.0,5.0,10.0
273,6319184.332257687,60.0,5.0,0.0,0.0,0.0,6.0,14.0
274,2989484.448425156,48.0,13.0,0.0,0.0,0.0,5.0,12.0
275,7685013.610991922,49.0,11.0,0.0,0.0,0.0,4.0,14.0
276,8759130.09779396,55.0,7.0,0.0,0.0,0.0,6.0,13.0
277,65646.86070857663,51.0,9.0,0.0,0.0,0.0,7.0,16.0
278,1874656.484363074,39.0,14.0,0.0,0.0,1.0,6.0,9.0
279,8167153.996184487,51.0,10.0,0.0,0.0,0.0,3.0,16.0
280,6078249.966109848,60.0,6.0,0.0,0.0,0.0,8.0,10.0
281,3549345.145183647,46.0,10.0,0.0,0.0,0.0,7.0,9.0
282,4768544.060600834,60.0,6.0,0.0,0.0,1.0,4.0,18.0
283,10648372.435169503,44.0,7.0,0.0,0.0,1.0,2.0,18.0
284,4313456.657192663,50.0,17.0,0.0,0.0,0.0,7.0,14.0
285,3144298.4123903625,55.0,14.0,0.0,0.0,0.0,10.0,15.0
286,5051608.114465618,51.0,7.0,0.0,0.0,0.0,9.0,10.0
287,1136186.03799074,42.0,14.0,0.0,0.0,0.0,2.0,13.0
288,4236660.349548726,36.0,4.0,0.0,0.0,0.0,3.0,7.0
289,15269.768280772492,44.0,10.0,0.0,0.0,0.0,9.0,12.0
290,271132.4083067924,48.0,5.0,0.0,1.0,0.0,8.0,11.0
291,3498909.748550841,45.0,17.0,0.0,0.0,0.0,9.0,6.0
292,1418903.1857840559,65.0,8.0,0.0,0.0,0.0,5.0,9.0
293,3123899.744707563,51.0,12.0,0.0,0.0,1.0,5.0,10.0
294,2530622.870847866,52.0,8.0,0.0,0.0,1.0,4.0,16.0
295,4327979.225016896,49.0,13.0,0.0,0.0,0.0,4.0,16.0
296,5836736.455196947,55.0,14.0,0.0,0.0,0.0,7.0,11.0
297,9538312.275099445,48.0,7.0,0.0,0.0,0.0,5.0,6.0
298,6067646.395423269,51.0,11.0,0.0,0.0,1.0,8.0,13.0
299,7514536.573162902,62.0,7.0,0.0,0.0,0.0,1.0,13.0
300,5056441.451987305,49.0,3.0,0.0,0.0,0.0,5.0,8.0
301,5879739.005365111,49.0,3.0,0.0,0.0,0.0,6.0,16.0
302,203254.39243251923,62.0,15.0,0.0,0.0,0.0,7.0,13.0
303,3281119.3768603615,63.0,10.0,0.0,0.0,0.0,6.0,8.0
304,6876527.371312568,52.0,9.0,0.0,0.0,0.0,5.0,10.0
305,5412624.165001543,40.0,11.0,0.0,0.0,0.0,4.0,14.0
306,7665097.675215282,55.0,11.0,0.0,0.0,0.0,3.0,12.0
307,5490845.220051381,76.0,7.0,0.0,0.0,0.0,6.0,12.0
308,5250913.432648944,51.0,9.0,0.0,0.0,0.0,3.0,14.0
309,7773666.51795603,38.0,12.0,0.0,0.0,1.0,5.0,10.0
310,5474684.461119535,42.0,16.0,0.0,1.0,0.0,5.0,6.0
311,4049518.7152529135,63.0,21.0,0.0,0.0,0.0,7.0,9.0
312,1270716.5989116943,56.0,9.0,0.0,0.0,0.0,6.0,11.0
313,5020421.498160479,64.0,8.0,1.0,0.0,1.0,10.0,12.0
314,3967837.731822041,41.0,16.0,0.0,0.0,0.0,8.0,15.0
315,6160277.790337095,44.0,10.0,0.0,0.0,0.0,4.0,11.0
316,7274723.849441761,53.0,11.0,1.0,0.0,0.0,8.0,10.0
317,14949401.766677056,56.0,9.0,0.0,0.0,0.0,8.0,11.0
318,4921832.300907115,46.0,19.0,0.0,0.0,0.0,6.0,10.0
319,5604036.740858888,58.0,18.0,0.0,0.0,0.0,8.0,9.0
320,629741.5037819725,45.0,12.0,0.0,0.0,0.0,7.0,16.0
321,4815012.224687845,37.0,7.0,0.0,0.0,0.0,8.0,18.0
322,1573332.534674203,59.0,10.0,0.0,0.0,0.0,9.0,9.0
323,5257868.22054612,63.0,9.0,0.0,0.0,0.0,8.0,12.0
324,1474627.4209048776,48.0,10.0,0.0,0.0,0.0,5.0,9.0
325,8638209.879872903,54.0,11.0,0.0,0.0,1.0,7.0,14.0
326,4709954.838584712,47.0,11.0,0.0,1.0,0.0,4.0,19.0
327,4589767.392992135,41.0,6.0,0.0,0.0,0.0,9.0,15.0
328,4883954.613236522,42.0,11.0,0.0,0.0,0.0,3.0,8.0
329,6930635.3958731815,47.0,10.0,1.0,0.0,0.0,3.0,13.0
330,5804009.90768231,49.0,16.0,1.0,0.0,0.0,8.0,9.0
331,3974100.7407151856,44.0,14.0,0.0,0.0,0.0,7.0,10.0
332,3986615.744070152,51.0,10.0,0.0,0.0,1.0,5.0,10.0
333,5973389.708582219,52.0,6.0,0.0,0.0,0.0,6.0,8.0
334,5347936.810505578,50.0,9.0,0.0,0.0,1.0,3.0,10.0
335,6606693.383909852,62.0,14.0,0.0,0.0,0.0,7.0,7.0
336,3258113.9542950587,61.0,7.0,0.0,0.0,0.0,6.0,14.0
337,5059473.164512222,47.0,15.0,0.0,0.0,0.0,5.0,9.0
338,4226883.242127752,46.0,12.0,0.0,0.0,0.0,10.0,9.0
339,5946970.20043515,59.0,10.0,1.0,0.0,0.0,2.0,12.0
340,6745684.8192179315,50.0,9.0,0.0,0.0,1.0,7.0,12.0
341,9469099.75540961,53.0,9.0,0.0,0.0,0.0,5.0,11.0
342,2417688.4679492977,51.0,8.0,0.0,0.0,0.0,8.0,15.0
343,443303.3825381994,44.0,8.0,0.0,0.0,0.0,8.0,10.0
344,5144218.591270413,47.0,10.0,0.0,0.0,0.0,10.0,11.0
345,8951510.650852762,46.0,12.0,0.0,0.0,1.0,7.0,14.0
346,3944609.348082698,50.0,13.0,0.0,0.0,0.0,9.0,17.0
347,2233164.6097704535,59.0,14.0,0.0,0.0,1.0,4.0,14.0
348,8245879.913416413,70.0,12.0,0.0,1.0,1.0,9.0,10.0
349,1179327.085975679,56.0,6.0,0.0,0.0,0.0,9.0,10.0
350,7690077.194736054,52.0,10.0,0.0,0.0,0.0,3.0,14.0
351,8717346.580362298,42.0,10.0,0.0,0.0,1.0,8.0,12.0
352,8406882.819021102,52.0,7.0,0.0,0.0,1.0,7.0,12.0
353,4247055.856925897,42.0,9.0,0.0,0.0,0.0,7.0,11.0
354,4224393.843396944,61.0,8.0,0.0,0.0,0.0,4.0,21.0
355,2732121.9181957864,46.0,14.0,0.0,1.0,0.0,5.0,9.0
356,6545703.057106153,65.0,15.0,0.0,0.0,1.0,8.0,17.0
357,10134229.454391051,57.0,6.0,1.0,0.0,0.0,9.0,12.0
358,9216970.656831592,42.0,11.0,0.0,0.0,0.0,4.0,10.0
359,6936062.802045418,48.0,14.0,0.0,0.0,0.0,9.0,16.0
360,4549393.717509786,55.0,12.0,0.0,0.0,0.0,7.0,6.0
361,3627051.641611741,49.0,11.0,0.0,0.0,1.0,4.0,11.0
362,1254738.2150441739,52.0,12.0,0.0,0.0,0.0,9.0,8.0
